nama,review,bintang
Adinda Riztia,"Infrastruktur di sini sangat bagus, terintegrasi penuh dengan teknologi dan kemajuan; kampus yang sungguh menakjubkan. Sebagian besar gedungnya tergolong baru, yang baru meliputi fakultas industri kreatif, komunikasi dan bisnis dan ekonomi. Kampus teknik selain gedung rektorat betapapun tua. Saya belum punya pengalaman langsung dengan para dosennya, namun saya yakin mereka sangat terampil karena merupakan lulusan universitas bergengsi seperti ITB dan UI. Program teknik di universitas ini sangat populer khususnya jurusan telekomunikasi dan informatika. Kebersihan dan kebersihan kampus terjaga dengan baik, dengan jumlah toilet yang melimpah dimana-mana dalam kondisi bagus. Kampus yang sangat ramah penyandang disabilitas dan mudah diakses. Sebagian besar bangunan baru menyediakan akses lift. Kolam renang terletak di Gedung Kampus Utama (Gedung tertinggi). Tersedia fasilitas penginapan di kampus untuk tamu atau mahasiswa. Terakreditasi 'A' dalam kinerja keseluruhan oleh BAN-PT.Infrastruktur di sini sangat bagus, terintegrasi penuh dengan teknologi dan kemajuan; kampus yang sungguh menakjubkan. Sebagian besar gedungnya tergolong baru, yang baru meliputi fakultas industri kreatif, komunikasi dan bisnis dan ekonomi. …Lengkapnya",1
Agung D Dalem,"The infrastructure here is excellent, fully integrated with technology and advancements; truly astounding campus. Most of the buildings are relatively new, the newer ones includes faculty of creative industries, communication and business and economics. The engineering campus is besides the rectorate building however old. I had no first hand experience with the lecturers but Im pretty sure they are highly skilled as they are graduates of prestigious universities such as ITB and UI. The engineering program in this university is very popular especially the telecommunications and informatics majoring. Campus clean and hygiene maintained well, with abundant number of toilets everywhere in great condition. A very disabled friendly and accessible campus. Most of the newer buildings provide elevator access. Swimming pool located in the Main Campus Building (The tallest building). There are lodging facilities available on campus for guests or students. Accredited 'A' in overall performance by BAN-PT.The infrastructure here is excellent, fully integrated with technology and advancements; truly astounding campus. Most of the buildings are relatively new, the newer ones includes faculty of creative industries, communication and business …Lengkapnya",5
Nurul Amaliya,luar biasa. tapi akses menuju universitasnya lumayan ramai jadi harus sabar banget. tapi fasilitasnya nyatanya sangat bagus,5
Syauqi Dahlan,outstanding. but the access to the university is quite crowded so you need to be very patient. but the facility is in fact so good,5
Fajrin Alfi Syahrin,universitas terbaik di Indonesia. Ia memiliki kampus besar dan hutan kecil dengan danau. sangat menarik.,5
Anmol Singh,the best university in Indonesia. It has a big campus and a small forest with a lake. very interesting.,5
PO DY,Universitas kelas dunia dengan kampus hijau.,5
Nawir Sikki,World class university with green campus.,1
Ibrahim Aryon,Buat selaittttt,1
Rayi Iswara,Buat macetttttt,1
Dondit Tewe,"Saya menemukan semua orang di Telkom University Bandung sangat ramah. Saya menyukai pepohonan dan alam di sekitar kampus dan kadang-kadang saya hanya keluar dan duduk di tengah halaman utama, di bawah sinar matahari.Terdapat fasilitas lain seperti bank, perkumpulan mahasiswa, kafe dan kantin. Tempat favorit yang layak untuk dikunjungi adalah ""Studio Lezat"" Cafe n Resto, sudut ramah yang bagus tepat di luar gerbang di area gerbang Sukapura yang mudah untuk memesan GRAB N GO TAKEOUT untuk minuman dan makanan atau sekadar bersantai ngemil. Universitas Telkom Bandung tempat yang indah bagi banyak mahasiswa dari lokal, domestik atau internasional. Terima kasih Telkom Universitas Bandung.Saya menemukan semua orang di Telkom University Bandung sangat ramah. Saya menyukai pepohonan dan alam di sekitar kampus dan kadang-kadang saya hanya keluar dan duduk di tengah halaman utama, di bawah sinar matahari. …Lengkapnya",1
rai fathurahman,"I’ve found everyone at Telkom University of Bandung to be so friendly. I love the trees and nature around campus and some days I just go out and sit in the middle of the main courtyard, under the sun.There are other facilities such as banks, students' guilds, cafes and canteens. The favourites spot worth to visit is the ""Studio Lezat"" Cafe n Resto, nice friendly corner just right outside the gate in Sukapura gate area which's easy to GRAB N GO TAKEOUT order for drinks n food or just chillin snacking. Telkom University of Bandung the lovely place for many students from local, domestic or international. Thank you Telkom University of Bandung.I’ve found everyone at Telkom University of Bandung to be so friendly. I love the trees and nature around campus and some days I just go out and sit in the middle of the main courtyard, under the sun. …Lengkapnya",1
Om Cink,"Kampus yang bagus, Universitas swasta terbaik",1
Muhammad Emir Yusuf,"Great campus,  The best private university",5
zero last,TELYOU YOMANNN,5
Nuri Abidin,TELYOU YOMANNNN,5
Elvianna,"Salah satu tempat terbaik untuk meningkatkan teknik, sosial, ekonomi dan manajemen, serta seni dan desain Anda di satu tempat di Bandung. Dulunya STT Telkom, kredibilitasnya bagus. (@fihan_naru)",5
andy kusumayadi,"One if best place to improve your engineering, social, economics and management, and art and designs in one place in Bandung. It's used to be STT Telkom, It has good credibility. (@fihan_naru)",5
HAG Sinaga,Area kampus sudah bagus dan masih banyak lagi yang harus dirapikan. Kondisi lingkungannya sangat-sangat miskin sehingga memerlukan keterlibatan perguruan tinggi.,5
Ridwan OSP,The campus area good with more to tidy up. The neighborhood conditions very-very poor which need university ro be involve.,5
Aldy Irfan,"Saya kuliah di Universitas Telkom. Terdapat 4 fakultas besar yaitu teknologi, sekolah terapan, desain, serta bisnis dan manajemen. Area universitas ini sangat luas, tidak hanya mencakup seluruh gedung belajar, tetapi juga asrama mahasiswa, satu aula besar, dan Bandung Techno Park.Anda dapat datang dan melihat aktivitas mahasiswa pada hari Senin - Sabtu, namun pada hari Minggu aktivitas di universitas akan lebih sedikit. Hari Minggu adalah waktu dimana pasar di jalan dibuka, sehingga akan sedikit sulit untuk masuk ke dalam kampus karena jalanan sedang ramai.Saya kuliah di Universitas Telkom. Terdapat 4 fakultas besar yaitu teknologi, sekolah terapan, desain, serta bisnis dan manajemen. Area universitas ini sangat luas, tidak hanya mencakup seluruh gedung belajar, tetapi juga asrama mahasiswa, …Lengkapnya",5
kemas wiharja,"I study at Telkom University. It has 4 big faculties, they are technology, applied school, design, and business and management. The university's area is huge, it is not only covers all the building to study, but also dorm for students, one big hall, and Bandung Techno Park.You can come and see students activities on Monday - Saturday, but in Sunday, there will be less activities in the university. Sunday is the time when market on the street open, so it would a little bit difficult to get in to the campus because the streets are crowded.I study at Telkom University. It has 4 big faculties, they are technology, applied school, design, and business and management. The university's area is huge, it is not only covers all the building to study, but also dorm for students, one …Lengkapnya",5
Rio Delta,Lingkungan yang bagus untuk belajar kawan!,5
Dewi Anggraini,Good environment to study mate!,5
Riki Riyadi,Salah satu universitas swasta terbaik di Indonesia!,5
taufiq qurrohman,One of the best private university in Indonesia!,3
Eddy Wibowo,"Luar biasa, kampus tercanggih yang pernah saya lihatYang Anda butuhkan ada di sana.Luar biasa, kampus tercanggih yang pernah saya lihat
Yang Anda butuhkan ada di sana.Lengkapnya",3
Dedeh,"Amazing, the most sophisticated campus ive ever seenAll you need is there.",5
Samin Bae,"salah satu universitas favorit di kabupaten bandung, tempatnya luas dan alami",5
Foday Yarbou,"one of the favorite universities in Bandung district, the place is spacious and natural",4
MUADIB,"Universitas yang Bagus dan Hebat...Tempat yang bagus untuk belajar karena mereka mengisolasi siswa dalam belajarSiswa akan fokus untuk belajar.Universitas yang Bagus dan Hebat...
Tempat yang bagus untuk belajar karena mereka mengisolasi siswa dalam belajar
Siswa akan fokus untuk belajar.Lengkapnya",4
Rifan Fitrianto,Good and Great University...Nice place to learn because they isolate student in learningStudent will be focus to learn.,5
Opar Yusuf,Sinergi bangoon dan gery,5
Waldi Febrianda,Synergy bangoon negery,5
Aditya Alif Nugraha,Ini Kampusku... Kuliahnya Bagus... Kampusnya Bagus... dan Aku Berharap.. Menjadi Universitas Kelas Dunia,5
AN nur,This is my College... Good Lecture... Good Campus... and I Hope.. it will be World Class University,5
Godly CNS,Tempat luar biasa bagi pelajar muda untuk memulai karir mereka sebagai profesional TI,5
adrian delcano,Amazing place for young student to start their career as an IT profesionals,5
Yohanes Krisega M,"Perguruan tinggi teknik terbaik di kota. Memang mungkin bias karena saya lulus dari perguruan tinggi itu, tapi kualitas kuliahnya sangat bisa dipercaya",5
Mutiara Kurniawan,"Best engineering college in town. Well, it might be biased since I graduated from that college but the lecture quality is extremely trusted",5
hukman thayib amri,Universitas Kelas Dunia bro,5
Fareed Read,World Class University broo,3
Eny W,"Salah satu universitas terbaik untuk mempelajari ilmu teknik, ekonomi dan bisnis berdasarkan universitas kelas dunia.",3
MOHD FAIROZ OMAR,"One of best university to learn engineering,  economic and bussiness science based on world class university.",5
Nunu Nugraha,Universitas Swasta terbaik dan terletak di tempat termudah untuk mendapatkan perbekalan hidup lebih murah,5
Gibran Toto,The best Private University and located at the easiest place to get cheaper living supplies,5
Dawam Djs,Banyak sumber spot instagram-able. Tempat terbaik? Perpustakaan terbuka dan kampus teknik (setiap sudutnya).,5
Azkal Zalfa,A numerous source of instagram-able spots. Best spot? Open library and kampus teknik (every corner of it).,5
Juan Christophel,"Jujur saja saya saat ini sekolah di sini, sejauh ini saya baik-baik saja. Tapi, di sini sedikit berdebu dan lembab.",5
aris sarjito,"To be honest, I am currently schools here, so far I am fine. But, its a little dusty and humid in here.",5
Faisal Akbar,Saya menciptakan begitu banyak kenangan belajar di sini dan bertemu banyak orang-orang hebat.,5
Yanuar Firdaus,i created so many memories studying here and met a lot of wonderful people.,5
Hanif ahmadzakir,"Dosennya hebat, fasilitasnya luar biasa, lingkungannya kondusif. tempat yang sangat bagus secara keseluruhan.",5
M. Dimas Arief S.,"Great lecturers, superb facilities, conducive environment. a very good place overall.",5
Candra Herdiansyah,diinginkan,5
Syammary Naufal,Nais,2
Wildhan Satriady,Universitas Telekom adalah pusatnya orang-orang pintar,2
Fahrudin Fajar,Telekom University ist the man of the smart people,5
Rian Andriansyah,Tempat yang bagus untuk belajar,5
Addhia Ilman,Good place for study,5
umar faruq,Kampus ICT seluas 58 Ha.,5
daffa faiz,58 Ha of ICT campus.,1
Mega R. Wulan,"Universitas yang bagus, salah satu universitas milik negara terbaik di Indonesia",1
Ahmad Fauzi,"Good university, one of the best state owned univ in Indonesia",5
aris stiawan,Universitas unggulan Anda,5
Sukino Putra,Excelent university of your,4
hoby sekitar kita,salah satu sekolah manajemen terbaik di Indonesia dan juga untuk fakultas lainnya,4
Satya Rahadhian,one of the best management school in Indonesia and also for the other faculty,5
Wulan Dalu,Tempat yang Nyaman,5
Arinto Wicaksono,Cozy Place,5
Kurniawan Dhewo,Lumayan di kampus lain,5
sofyan0pan,Not bad lah kampus batur,5
Rizky Vidhian,"nama tempat sepenuhnya salahseharusnya SMK Telkom Sandhy Putra Malangsekolah menengah bukan universitasnama tempat sepenuhnya salah
seharusnya SMK Telkom Sandhy Putra Malang
sekolah menengah bukan universitasLengkapnya",5
Ekafadly Jusuf,venue name is completely wrongit should be SMK Telkom Sandhy Putra Malanga high school not a university,5
Sarah Istiqomah,Lingkungan bagus 👍😍,5
Kasturi Dimyathi,Nice environment 👍😍,5
Naila Fauziah,Gerbang 1,5
Raihaana,Gate 1,5
Rere Kartika,Saya alumni STT Telkom Teknik Telekomunikasi. Menurutku ini adalah kampus teknik telekomunikasi terbaik di negeri ini.,5
Sujito Creat,Saya alumni STT Telkom Teknik Telekomunikasi. I think it's the best telco engineering campus in this country.,4
panji tresna,Oke.. itu pohon yang bagus.,4
Reno prasetiyo,Ok..pokok y mantab lah.,5
Iin karlina,universitas kelas dunia tanpa kertas tisu di setiap toilet,5
Tya Tarigan,world class university without any tissue papers in every toilet,5
Chemchem ID,"Tempat yang indah untuk belajar, staf yang berdedikasi tinggi dan kualitas pembelajaran yang baik :-)",5
Muhammad Rofi Jamil,"Lovely place for learning, Highly dedicated staff and good quality of learning :-)",5
Yulia Rahmawati,"Kuliah hari pertama, Izzul F Hafizha",5
Andhika Prihastanto,"Hari pertama Kuliah, Izzul F Hafizha",3
Dzaky Hidayat,Ruang pameran yang bagus dan luas. Agak panas.,3
Yukenviroka 12,Nice and spacious exhibition hall. A bit hot.,5
Ashrory Aulia,"Tempat belajar yang bagus, universitas swasta terbaik.",5
MANTAN SARJANA TV,"Good place to study, the best private university.",4
alamsilmi,DAN,4
A,Y,1
Sullivan Novel,Tempat yang menarik dan kondusif,1
Rinarti Tresnaningtia,Interesting and a conducive place,5
wahab subang,🗿👍🏾,5
Naufal Al Farisi,Memiliki fasilitas yang baik dan perkuliahan yang ramah..nyaman belajar,5
Mang Amin (WongKito),Having good facilities and friendly lecture..comfortable studying,5
Ulva Rahma Damayanti,World Class University 2018. Selamat mencoba Tel-U!,1
Dokumentasi - M Rifqi F,"World Class University in 2018. Good luck, Tel-U!",1
A D,Universitas W,5
Amin Aenurahman,W university,5
Rachmat Syarif,gg,5
Shiva bishnoi,Ini kampusku. Ini menghasilkan banyak orang sukses.,5
Naufal Ardian,Its my campus. It produces many successfull person.,5
Yunia Rizki Ramdhani,Kesana saat ada bahkan nihon no matsuri 11,5
abdul djalil siregar spi,Kesana saat ada even nihon no matsuri 11,5
Sonny Davis,Pemandangan indah dan cuaca bagus dengan banyak pepohonan,5
ahyaa rizqi,Great views and nice weather with many trees,5
Sugiek 17,Untuk banyak siswa. Tempat yang bagus untuk dikunjungi.,5
bayu meidia,To many student. Nice place to visit.,5
Antonius Adhi,Terbaik,5
Andro Ginting,The best,4
Ariyanto Saputro,"kampus besar di kota tua, Bandung",4
CuaY BohaY,"kampus besar di dayeuh kolot, bandung",5
Thisistamaka,Kampus hijau. Universitas Swasta terbaik di Indonesia.,5
M Ridho Rahman Priadi,Green campus. The best private university in Indonesia.,5
Anto Distoe,SINERGI BANGOON NEGRI!!!,5
rini handriani,"Bravo Elektro, Elektro Memimpin Jalannya",5
Tony Syafei (Dadric),"Bravo Elektro, Elektro Lead The Way",5
Nur Hari Prihwanti,Suasana nyaman untuk belajar disini. Universitas dengan fasilitas yang baik untuk menghasilkan sarjana terbaik.,5
Umi Qulsum,Comfortable atmosphere for studying here. University with good facilities to produce the best scholar.,5
Very Andhika,Tahukah kamu tempat ini? Aku tahu dulu kampusku kuat,5
faruq ikhwan,Know this place? Know lah kampus aing baheula mantap pokokna,5
shans3310,Universitas Swasta terbaik di Indonesia..,5
Raheng Brutalistik,The best private university in Indonesia..,5
Rizky,Sinergi universitas kelas dunia bangoon negery,5
Faisal Rahman,Worldclass university synergy bangoon negery,5
Tri Suci Indah Sari,Tempat yang sangat bagus! :D,5
Tubagus Thahari,Very good place! :D,5
,berpotensi menjadi yang pertama di Asia Tenggara dan kemudian di Dunia dalam waktu dekat..,5
,potential to be 1st in South East Asia and then World soon as soon..,5
,Tempat terbaik untuk belajar,5
,Tempat menimba ilmu terbaik,5
,"bagus untuk belajar, memiliki perpustakaan yang bagus",5
,"good for study, has wonderful library",5
,sesuatu yang kamu...,5
,nya kitu we...,5
,Universitas Swasta terbaik di Indonesia,5
,The best private university in Indonesia,5
,Dimana saya menimba ilmu,4
,Tempat aku menimba ilmu,4
,Ini sangat besar untuk universitas dari telkom yang tidak jauh dari satu sama lain,5
,Its so huge for university from telkom not far from each other,5
,itu bagus tapi macet huhu,5
,its good but traffic huhu,5
,Oke,5
,Okee,5
,"Mantaap,,,",5
,"Mantaaap ,,,",5
,Salah satu universitas swasta terbaik,5
,One of the best private university,5
,Tadinya di sini untuk S1 dan S2 Teknik Telekomunikasi. Bangga,5
,Was here for S1 and S2 Telecommunication Engineering. Proud,5
,Tidak banyak tapi cukup baik,5
,Not much but good enough,5
,Mantaaaap pisan,5
,"Kampus yang bagus, pengalaman yang luar biasa",5
,"Great campus, great experience",4
,Kampus yang indah di pinggir kota bandung,4
,Lovely campus at the edge of bandung,5
,Pilihan terbaik untuk sekolah teknik,5
,Best choice for engineering school,4
,"Tempatnya bagus, nyaman untuk belajar.",4
,"Good place, comfortable for studying.",5
,keren,5
,Area kampus yang bagus dengan banyak penjual makanan,4
,Nice college areas with lots of food vendors,4
,TCIS haha,5
,Keluar Kampus Besar Bagus......,5
,Big Good exiting Campus......,5
,Bagus,5
,Nicee,5
,"Semoga saya bisa menjadi salah satu mahasiswa Telkom University, Amin😊",5
,"I hope that I can become one of Telkom University students,Amin😊",5
,"Kampus bagus dengan akreditasi bagus, bersih",5
,"Good campus with good acredition, clean",5
,Telkom University SINERGI BAGOOOEN NEGRI.,5
,Tempat yang luar biasa untuk belajar,4
,Amazing place for study,4
,Universitas yang berkembang dengan baik saat ini.,5
,Good developed univeristy nowadays.,5
,Ini adalah universitas yang luar biasa,5
,It's an awesome university,5
,Kane membuat nong,5
,Kane buat nongs,5
,Paket bagus,5
,Nice pack,5
,Sinergi bangoon negery,1
,Sinergy bangoon negery,1
,Jika,5
,Jos,5
,Universitas terbaik di bidang Telekomunikasi,5
,Best university on Telecommu nication,5
,Pribadi adalah yang terbaik,5
,Swasta terbaekk,5
,Telah di sini beberapa tahun yang lalu,5
,Been here a few years ago,5
,saya lelah,5
,Ahk cape,5
,minuman yang enak,2
,good joob,2
,Universitas ternama di bandung,5
,Great university in bandung,5
,Dulunya dikenal dengan nama STT Telkom,5
,It used to be known as STT Telkom,5
,Bagus. Saya mengerti haha,4
,Nice. I get haha,4
,Tempat yang bagus untuk belajar,5
,Nice place for study,5
,Dapatkan pemandangan yang bagus,4
,Have a nice view,4
,Sinergi bangoon hitam,5
,Synergy bangoon negry,5
,Universitas terbesar di Indonesia,5
,Indonesia biggest University,5
,menuju universitas kelas dunia,5
,toward world class university,5
,fasilitas bagus,5
,good facility,5
,Ide bagus,5
,Good idea,5
,Nice place to learn,5
,Tidak bagus tidak buruk,5
,Not good not bad,5
,Check in...asrama,5
,Kampusku...hampir lulus,5
,My campus...almost graduate,4
,Bagus,4
,Good,4
,Universitas telekomunikasi kelas satu,4
,First class telecommunications University,5
,kampus cintaku,5
,my love campus,5
,Ok,5
,UNIVERSITAS KELAS DUNIA,5
,WORLD CLASS UNIVERSITY,5
,Kampusku,5
,My Campus,5
,Oke 🤗,5
,Ok    🤗,5
,Good,5
,kampus saya,5
,my campus,5
,Atas...,5
,Top...,5
,❤️❤️,5
,kampusku yang lama,5
,my old campus,5
,Besar!!,5
,Great!!,5
,good,5
,Bagus,2
,Good,2
,sebuah universitas yang hebat,5
,a great universities,5
,Ini kampusku,5
,Its my campus,5
,ini kampusku,5
,this is my campus,5
,,5
,,1
,,4
,,2
,,3
Aries Indanarto,,4
mfft_27,"Siang hari ini hadir wisuda anak. Tempat wisuda kurang worted, duduknya sempit & panas ac kurang. Kudunya gedung model teather. Wiss..",1
Fadhil Muhammad,,1
Rachmat Hidayar,jangan lupa follow  Ig : mfft_27trmksh 🙏🤩,5
Yuhardin SSI,,5
Muhammad Iqbal Winahyu,"Kampus swasta ternama, lokasi di bojongsoang kabupaten bandung, fasilitas kampus bagus dan lengkap",5
Betha AF,,5
Dudi Rustandi,"Yang terhormat bapak kepala satpam dan manajemen TelkomDimohon buat peraturan yang sehat bijaksanaBebaskan kami (ojol) masuk motor untuk mengantarkan gofood ke asrama kalo suruh jalan kaki dari parkiran ke asrama terlebih ke Kedung ABCD dan 678 itu sangat kejauhan menghambat waktu kami (ojol) yang lagi usahaMohon pengertian nya 🙏Samakan kami (ojol) dengan yang lainnya delivery,kurir, laundry ko bisa masuk kami (ojol) ko dilarang padahal kita sama2 lagi usaha, sekali lagi mohon pengertian nya , terimakasih 🙏Yang terhormat bapak kepala satpam dan manajemen TelkomDimohon buat peraturan yang sehat bijaksanaBebaskan kami (ojol) masuk motor untuk mengantarkan gofood ke asrama kalo suruh …Lengkapnya",1
Ratu Hasna Latifah Hanin,,1
Lutfiyah Family,"2016, Bisa Bikin Brand, Terimakasih Ilmunya Pak Bi",5
Darwin Nursamsur,,5
Risna Krishna,"WASTE TIME BANGET DI SURUH JALAN KE ASRAMA PUTRI, PADAHAL MAU ANTAR BARANG.GILIRAN KERABAT SEKURITI BISA BAWA MOTOR KE DALAM, KAN BANGKEEE....KALAU MAU PAKET DAN MAKANAN TITIP DI SEKURITI DAN ANTAR KEDALAM NYA DI ANTAR SEKURITI,WASTE TIME BANGET DI SURUH JALAN KE ASRAMA PUTRI, PADAHAL MAU ANTAR BARANG.GILIRAN KERABAT SEKURITI BISA BAWA MOTOR KE DALAM, KAN BANGKEEE.... …Lengkapnya",1
Muchammad Luthfi,,1
Beckham Putra,Kampus swasta terbaik di Indonesia. Kereeen...,5
muhammad rozaqi,,5
Achmad Rizal,"Perguruan tinggi swasta terbaik di Indonesia. Saat masuk gate 4 melalui jalur motor dan berjalan menuju gedung bangkit serasa berada di hutan kota. Konsep green campus benar-benar diterapkan oleh Telkom University, wajar mendapatkan penghargaan dengan peringkat keempat untuk UI Green Metric tingkat dunia.Di beberapa area terdapat danaunya. Pedestrian kanan kirinya pohon2 hijau tinggi menjulang. Walaupun berjalan dari satu gedung ke gedung lain yang jauh tidak terasa panas.Tel-U telah memanfaatkan dengan maksimal sumber daya yang tersedia sehingga betul-betul dapat menerapkan kampus dengan konsep Green Campus; sampah-sampah yang didaur ulang menjadi kompos, penggunaan kembali air untuk kebutuhan pengairan, dan lain sebagainya.Perguruan tinggi swasta terbaik di Indonesia. Saat masuk gate 4 melalui jalur motor dan berjalan menuju gedung bangkit serasa berada di hutan kota. Konsep green campus benar-benar diterapkan oleh Telkom University, wajar mendapatkan …Lengkapnya",5
Otto Habe,,5
Jeffri H Gunawan,"Hati2 yg punya laptop saat dikampus telkom harus double proteksi, soalnya adik saya kehilangan laptop tapi gak ada cctv 1 pun ke arah kantin. Infonya kejadian kehilangan ini tidak sekali dua kali. Harap pihak telkom memperbaiki sisi keamanan bagian cctv untuk membantu investigasi kepolisan kalau terjadi lagi kehilangan barang mahasiswa.Kecewa sih sm kampus yg dibilang sdh bagus tapi tidak ada cctv.Hati2 yg punya laptop saat dikampus telkom harus double proteksi, soalnya adik saya kehilangan laptop tapi gak ada cctv 1 pun ke arah kantin. Infonya kejadian kehilangan ini tidak sekali dua kali. Harap pihak telkom memperbaiki sisi …Lengkapnya",1
Naufal Adrian Hidayat,,1
Yullia Anggrainy,Masjid kampusnya cukup luas dan bersih juga. Nyaman untuk sholat. KM nya pun bersih. Kalo sholat Jum'at penuh sampai ke halaman masjid jamaahnya baik Mahasiswa maupun penduduk sekitar... Setiap sholat 5 waktu jg selalu ramai jamaahnya.The best lah pokoknya. Barakallahu fiikum.,5
Asep R,,5
Adam zaki,"Saya gak kuliah di sini tapi istri saya yang kuliah di sini. Menurut penuturan dia sih kalau dia kuliah di sini karena beasiswa full. Jadi dibayarin dari awal masuk sampe lulus kuliah tanpa ikatan kontrak atau apapun.Kelebihan;1. Ada progrma beasiswa full2. Kampusnya professional3. Parkiran memadaiMinusnya;1. Macet banget kalau mau ke sini. Gilak lah pokoknyaOverall, ya not bad lah kalau mau kuliah di siniSaya gak kuliah di sini tapi istri saya yang kuliah di sini. Menurut penuturan dia sih kalau dia kuliah di sini karena beasiswa full. Jadi dibayarin dari awal masuk sampe lulus kuliah tanpa ikatan kontrak atau apapun. …Lengkapnya",4
susanto se,,4
Rahadian Gouw,Perjalanan ke sana memang agak macet apalagi klo jam sibuk..tapi begitu nyampe ke dalam kampus tempatnya tenang jauh dari kebisingan kota..Karna kita di Fik yg masuk dari gate 2 ada tempat makan di dekat Fik..komunikasi..bisnis..open library..sama terapan..harga terjangkaulah sama mahasiswa,5
Ganjar Pramulia,,5
Ten Eat,"Menjadi salah satu kampus swasta favorit yang ada di Indonesia. Memang kampus ini selain memiliki akreditasi yang baik, standar kenyamanan di kampus dan sekitarnya patut diperhitungkan, akses parkir yang sangat luas, akses masuk yang mudah dan aman, serta view dan ambience yang ada disini patut kalian coba",5
Fadli Ramadhan,,5
Fitri Yani,"Tolong d perhatikan untuk ojol, sgera kasih solusi yg tidak saling merugikan antara ojol sma stpam, jangan di diamkan terus menerus ,cape tiap hari ngnter k sini harus jln kaki untuk pengantaran food/pket , kita ongkos ga seberapa, tolong sesegera mungkin kasih solusi yg pas buat ojol ,apakah sediakan tmpat penitipan, atau gmn lah biar g harus jalan kaki , skali lagi tolong d perhatikan kita sama2 cari rezeky 🙏🙏🙏 kepala satpam kali2 ngopi bareng perwakilan ojol 🙏 ,,, saran sedikit mening turutin aturan satpam komplek ttip ktp kalo ke ojol ( jngan ttup telinga ttup mata)Tolong d perhatikan untuk ojol, sgera kasih solusi yg tidak saling merugikan antara ojol sma stpam, jangan di diamkan terus menerus ,cape tiap hari ngnter k sini harus jln kaki untuk pengantaran food/pket , kita ongkos ga seberapa, tolong …Lengkapnya",1
Adetia Adetia,,1
Delio Da Costa,"Kunjungan pertama bersama mgbk Sidoarjo ke kampus ini,  dengan lingkungan hijau yang alami, asri, rindang, nyaman dan ramah. Semoga dengan jalinan silaturahmi kami bisa memberikan layanan karier studi lanjut terbaik pada peserta didik kami.",5
Maman Somantri,,5
Muhammad Kosasih,Universitas swasta terkemuka di Indonesia.. terdiri dari 7 Fakultas Dan 45 prodi (tahun 2022) sebagian besar terakreditasi A atau Unggul..,5
Ade Wirnanda (Awna_Store),,5
Wenny Iswari,Kampusnya besar sekali. Udaranya sejuk. Angin mengalir sejuk.. Gedung besar. Masih ada sawahnya. Asrama laki dan perempuan di pisahkan. Nyaman untuk belajar di sini. Parkir utk mobil atau motor mahasiswa luas. Aman. Silahkan putra putrinya kuliah di sini.,5
Adi Sucipto,,5
Rusky,"Kampus ini dari awal tidak transparansi saat detail biaya keseluruhan saat mendaftar, setiap selesai tahap pembayaran selalu muncul biaya lain yg diawal tidak di sebutkan, dan terjadi bbrp kali. Dan jika di jumlah total biaya tambahan tak terduga itu lumayan besar. Kampus terbaik dalam menjebak tambahan biaya tak terduga ya. Mau mundur sudah masuk biaya diawal besar dan tidak akan kembali dan tidak akan ada waktu lagi... Bener2 hebat dlm mengikat tanpa bisa mudah lepasKampus ini dari awal tidak transparansi saat detail biaya keseluruhan saat mendaftar, setiap selesai tahap pembayaran selalu muncul biaya lain yg diawal tidak di sebutkan, dan terjadi bbrp kali. Dan jika di jumlah total biaya tambahan tak …Lengkapnya",1
Hasyir Ahmad,,1
Yadi setiadi,"Kampusnya luas, fasilitasnya yangg lengkap, serta hawa dan suasananya yang sejuk. Betah banget buat olahraga jalan kaki ke kampus.",5
Ghazaly Imam,,5
Farel Jemal,Masuk ke aula Fakultas Ilmu Terapan buat acara sulung di tempat bimbelnya. Insyaa Allah hari ini menjadi lebih baik lagi dibanding sebelumnya ya Uni. Aamiin yaa Rabbal'alamiin 😘🤗,5
arbi hildansyah,,5
Faizal UwU,"salah satu kampus referensi untuk yang punya passion di dunia teknologi, informatika & robotic, kampus nya luas banget, berada di kabupaten Bandung.",4
Sepri Anto,,4
intan sariwijaya,"Dulu kuliah disini sedjak tahun 2012. Benar-benar tempat yang mengundang banyak memori.Tiap tahun kesini selalu ada aja yang baru, terutama infrastrukturnya.Dulu belum ada perpus kelas internasional kek sekarang, sekarang udah ada kolam renang indor, gedung seminar depan fakultas gue (FTE) jadi bagus banget, Telkom Mart (T-Mart) disulap jadi ruang riung.Dan yang paling gue kaget lagi, sekarang udah ada penyewaan sepedah yang layak dari pihak kampus (ada QR codenya buat buka kunci, astaga).Anyway, Telkom memang lagi giat merubah penampilan sebagai world class University. Semoga sebanding dengan peningkatan mutu daya pengajar dan mahasiswanya serta sistem pembelajaran dan yang tak kalah penting, bisa lebih menerima aspirasi mahasiswa!Dulu kuliah disini sedjak tahun 2012. Benar-benar tempat yang mengundang banyak memori. …Lengkapnya",5
andi rosyad,,5
Opa YoeKa,"Sebagai salah satu universitas terbaik di Imdonesia Telkom terus berbenah selain gedung baru , fasilitas penunjang juga ditambah, sekarang semakin nyaman, aman dan bersih, petugas keamanan dan kebersihan juga banyak. Sekarang ada pusat bantuan yg terkoneksi dgn CCTV cukup tekan tombol. Mantap...",5
Cucu Nurpirman,,5
